用户选择,建表决定,采集状态,建议,建议目标表,类别,模块,section,metric_key,字段名,口径,data_type,单位,facts数,样本值,命中端点,catalog端点,source_keys,source_paths样本,证据文件,备注
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,流量转化,经营报告-概要,business_overview,flow_rate,流量转化率,ota_channel,traffic,,2,9.3 / 18.45,business_flow_transform,"business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report","conversionsRatesDataList, flowRate, transforRate, transferRate, convertRate",0.flowRate | 1.flowRate,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,hotel_collect,酒店收藏数,ota_channel,business,,1,4830,business_service_quantity,business_service_quantity,"hotelCollect, favoriteCount, collectCount",data.hotelCollect,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,hotel_collect_rank,酒店收藏排名,ota_channel,business,,1,20,business_service_quantity,business_service_quantity,hotelCollectRank,data.hotelCollectRank,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,hotel_id,酒店ID,ota_channel,business,,88,6866634 / 6866634 / 6866634 / 6866634 / 6866634 / 6866634,"business_realtime, hotel_advice, business_flow_compete, business_flow_transform, weekly_report, weekly_compete_report","platform_resource_popups, platform_notifications, hotel_advice, business_realtime, business_capacity, business_market_overview, business_flow_compete, business_visitor_title, business_hotel_seq, business_flow_transform, business_service_quantity, weekly_compete_report, weekly_report","hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",data.masterhotelid | data.badhotelAdviceEntityList.0.masterhotelid | data.badhotelAdviceEntityList.1.masterhotelid | data.badhotelAdviceEntityList.2.masterhotelid,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,hotel_name,酒店名称,ota_channel,business,,36,如家驿禾影趣酒店（西安咸阳国际机场T3T5航站楼店） / 花半里商务酒店（西安咸阳机场T3T5航站楼店） / 港湾桐晨商务宾馆（西安咸阳国际机场店） / 西安机场空港大酒店 / 西安|Han·Mayso含舍·美素酒店(钟鼓楼回民街店) / 巷里设计师酒店(西安钟鼓楼洒金桥地铁站店),"weekly_report, weekly_compete_report","platform_resource_popups, platform_notifications, hotel_advice, business_realtime, business_capacity, business_market_overview, business_flow_compete, business_visitor_title, business_hotel_seq, business_flow_transform, business_service_quantity, weekly_compete_report, weekly_report","hotelName, hotel_name, name",data.flowHotelItemVos.0.hotelName | data.flowHotelItemVos.1.hotelName | data.flowHotelItemVos.2.hotelName | data.flowHotelItemVos.3.hotelName,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,im_score,IM评分,ota_channel,business,,1,0,business_service_quantity,business_service_quantity,imScore,data.imScore,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,流量转化,经营报告-概要,business_overview,list_exposure,列表页曝光量,ota_channel,traffic,,2,258 / 1463,business_flow_transform,"business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report","listExposure, exposure, exposureCount, impressions",0.listExposure | 1.listExposure,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,notice_title,提示标题,ota_channel,business,,42,预约发票提醒 / 挂牌酒店日常审核结果通知 / 平台营销推广周报 / EBK账号绑定微信 / Q2满意度调研 / 挂牌酒店日常审核结果通知,platform_notifications,"platform_resource_popups, platform_notifications","title, name, noticeTitle",notifyList.0.title | notifyList.1.title | notifyList.2.title | notifyList.3.title,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,occupancy_rate,出租率,ota_channel,business,,2,11.43 / 20,"business_capacity, business_market_overview","business_realtime, business_capacity, business_market_overview, business_flow_compete, weekly_report","rentalRate, occupancyRate",occupancyRate | data.rentalRate,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,order_amount,预订销售额,ota_channel,business,CNY,5,4006 / 154 / 645 / 339 / 18578.8,"business_flow_compete, business_market_overview, weekly_report","business_realtime, business_capacity, business_market_overview, business_flow_compete, weekly_report","amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",data.ordamount | data.amount | data.bookAmount | data.synchronizationBookAmount,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,order_count,预订订单数,ota_channel,business,,7,2 / 4 / 20 / 2 / 4 / 8,"business_realtime, business_flow_compete, business_capacity, business_market_overview, weekly_report","business_realtime, business_capacity, business_market_overview, business_flow_compete, weekly_report","orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",data.orderQuantity | data.synchronizationOrderQuantity | data.ordquantity | orderQuantity,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,流量转化,经营报告-概要,business_overview,order_page_visitor,订单页访客量,ota_channel,traffic,,5,6 / 23 / 16 / 153 / 366,"business_flow_transform, weekly_report","business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report","orderFillingNum, orderVisitors, fillUsers",0.orderFillingNum | 1.orderFillingNum | data.myHotel.orderFillingNum | data.competeHotelAvg.orderFillingNum,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,order_rank,预订订单量排名,ota_channel,business,,26,7 / 10 / 23 / 20 / 1 / 24,weekly_compete_report,weekly_compete_report,bookOrderNum,data.0.bookOrderNum | data.1.bookOrderNum | data.2.bookOrderNum | data.3.bookOrderNum,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,流量转化,经营报告-概要,business_overview,order_submit_user,订单提交人数,ota_channel,traffic,,5,6 / 13 / 15 / 84 / 232,"business_flow_transform, weekly_report","business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report","orderSubmitNum, submitUsers, submitNum",0.orderSubmitNum | 1.orderSubmitNum | data.myHotel.orderSubmitNum | data.competeHotelAvg.orderSubmitNum,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,psi_score,PSI服务质量分,ota_channel,business,,1,4.97,business_service_quantity,business_service_quantity,"psi, PSI, psiScore, qualityscore, serviceScore, totalScore",data.serviceScore,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,qunar_competitor_avg_visitor,去哪儿竞争圈平均访客,ota_channel,business,,1,64,business_visitor_title,"business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report",qunarCompetitorAvgNumber,qunarCompetitorAvgNumber,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,rank,竞争圈排名,ota_channel,business,,2,16 / 20,"business_capacity, business_market_overview","business_realtime, business_capacity, business_market_overview, business_flow_compete, weekly_report","rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",rankOfOrderQuantity | data.rankOfAmount,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,reply_rank,回复排名,ota_channel,business,,1,15,business_service_quantity,business_service_quantity,"imScoreHtlrank, replyrate5mRank",data.imScoreHtlrank,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,reply_rate,5分钟回复率,ota_channel,business,,1,93.02,business_service_quantity,business_service_quantity,"replyrate5m, replyRate, fiveMinuteReplyRate",data.replyrate5m,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,room_nights,间夜量,ota_channel,business,,4,4 / 2 / 8 / 4,"business_capacity, business_market_overview","business_realtime, business_capacity, business_market_overview, business_flow_compete, weekly_report","quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",occupiedRooms | data.quantity | data.bookQuantity | data.synchronizationBookQuantity,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,room_nights_rank,在店间夜排名,ota_channel,business,,26,6 / 10 / 23 / 20 / 8 / 25,weekly_compete_report,weekly_compete_report,quantity,data.0.quantity | data.1.quantity | data.2.quantity | data.3.quantity,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,seq_rank,实时排名,ota_channel,business,,4,565 / 0,business_hotel_seq,business_hotel_seq,"rank, qunarRank, competitorRank, qunarCompetitorRank",data.rank | data.competitorRank | data.qunarRank | data.qunarCompetitorRank,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,service_score,服务质量分,ota_channel,business,,1,4.97,business_service_quantity,business_service_quantity,serviceScore,data.serviceScore,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,服务质量/IM,经营报告-概要,business_overview,service_score_rank,服务质量排名,ota_channel,business,,1,20,business_service_quantity,business_service_quantity,serviceScoreRank,data.serviceScoreRank,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,收益销售,经营报告-概要,business_overview,target_url,页面跳转地址,ota_channel,business,,2,/im/index / /im/index,platform_notifications,"platform_resource_popups, platform_notifications","targetUrl, url",url,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,流量转化,经营报告-概要,business_overview,visitor_count,访客量,ota_channel,business,,4,13 / 15 / 13 / 15,"business_realtime, business_visitor_title","business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_report","lastVisitorTotal, visitorTotal, UV, uv, visitorCount, pageViews",data.visitorTotal | data.lastVisitorTotal | visitorTotal | lastVisitorTotal,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_business_daily,竞争圈,经营报告-概要,business_overview,visitor_rank,访客排名,ota_channel,business,,27,13 / 8 / 2 / 18 / 20 / 11,"business_visitor_title, weekly_compete_report","business_realtime, business_flow_compete, business_visitor_title, business_flow_transform, weekly_compete_report, weekly_report","visitorRank, totalDetailNum",visitorRank | data.0.totalDetailNum | data.1.totalDetailNum | data.2.totalDetailNum,ctrip_section_trial_tiancheng_58_business_overview_20260602124700.json,仅代表携程OTA渠道口径
,,未采到-本轮未触发,暂不建表,,收益销售,经营报告-销售数据,sales_report,avg_price,平均卖价,ota_channel,business,CNY,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,收益销售,经营报告-销售数据,sales_report,conversion_rate,成交/下单转化率,ota_channel,business,,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","orderConversionRate, closeRate, conversionRate, convertionRate, cvr",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,收益销售,经营报告-销售数据,sales_report,hotel_id,酒店ID,ota_channel,business,,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_min_price, sales_market_room_tensity","hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,收益销售,经营报告-销售数据,sales_report,hotel_name,酒店名称,ota_channel,business,,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_min_price, sales_market_room_tensity","hotelName, hotel_name, name",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,收益销售,经营报告-销售数据,sales_report,order_amount,预订销售额,ota_channel,business,CNY,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-销售数据,sales_report,rank,竞争圈排名,ota_channel,business,,0,,,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,本轮未形成可用标准字段，不能用兜底值代替
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,竞争圈,经营报告-销售数据,sales_report,competitor_average,竞争圈平均值,ota_channel,business,,168,23.44 / 16.31 / 15.43 / 15.81 / 16.45 / 11.79,sales_tensities,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",tensityTypeBos.0.roomOccupancyList.0.competitorTensityScore | tensityTypeBos.0.roomOccupancyList.1.competitorTensityScore | tensityTypeBos.0.roomOccupancyList.2.competitorTensityScore | tensityTypeBos.0.roomOccupancyList.3.competitorTensityScore,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,收益销售,经营报告-销售数据,sales_report,date,日期,ota_channel,business,,622,1780329600000 / 06-02 / 06-03 / 06-04 / 06-09 / 06-10,"sales_tensity_overview, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity, sales_order_trend","sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_min_price, sales_market_room_tensity","date, dataDate, effectDate, effectTime, statDate, startDate, endDate, updateTime",nowTensityDetail.effectDate | preTensityDetail.effectDate | 0.effectDate | 1.effectDate,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,流量转化,经营报告-销售数据,sales_report,min_price,实时起价,ota_channel,business,,1,85,sales_min_price,sales_min_price,minPrice,data.minPrice,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,竞争圈,经营报告-销售数据,sales_report,min_price_rank,起价排名,ota_channel,business,,1,8,sales_min_price,sales_min_price,minPriceRank,data.minPriceRank,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,收益销售,经营报告-销售数据,sales_report,occupancy_rate,出租率,ota_channel,business,,132,11.428572 / 5.714286 / 2.857143 / 2.857143 / 2.857143 / 2.857143,sales_occupied_room_trend,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","rentalRate, occupancyRate",0.occupancyRate | 1.occupancyRate | 2.occupancyRate | 3.occupancyRate,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,收益销售,经营报告-销售数据,sales_report,order_count,预订订单数,ota_channel,business,,192,0 / 0 / 0 / 0 / 0 / 0,sales_order_trend,"sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",orderTrend.0.orderQuantity | orderTrend.0.synchronizationOrderQuantity | orderTrend.1.orderQuantity | orderTrend.1.synchronizationOrderQuantity,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,收益销售,经营报告-销售数据,sales_report,room_nights,间夜量,ota_channel,business,,580,4 / 2 / 1 / 1 / 1 / 1,"sales_occupied_room_trend, sales_market_room_tensity","sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",0.occupiedRooms | 1.occupiedRooms | 2.occupiedRooms | 3.occupiedRooms,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_sales_daily,收益销售,经营报告-销售数据,sales_report,tensity,紧张度,ota_channel,business,,170,6.15 / 0 / 0 / 10 / 0 / 0,"sales_tensity_overview, sales_tensities","sales_market_detail, sales_tensity_overview, sales_order_trend, sales_occupied_room_trend, sales_tensities, sales_market_room_tensity","tensityScore, tensity, Tensity, nowTensityDetail",nowTensityDetail.tensityScore | preTensityDetail.tensityScore | tensityTypeBos.0.roomOccupancyList.0.tensityScore | tensityTypeBos.0.roomOccupancyList.1.tensityScore,ctrip_section_trial_tiancheng_58_sales_report_20260602131200.json,仅代表携程OTA渠道口径
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,avg_price,平均卖价,ota_channel,business,CNY,0,,,room_competitive_market,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,competitor_average,竞争圈平均值,ota_channel,business,,0,,,room_competitive_market,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,conversion_rate,成交/下单转化率,ota_channel,business,,0,,,room_competitive_market,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,occupancy_rate,出租率,ota_channel,business,,0,,,room_competitive_market,"rentalRate, occupancyRate",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,order_count,预订订单数,ota_channel,business,,0,,,room_competitive_market,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,rank,竞争圈排名,ota_channel,business,,0,,,room_competitive_market,"rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,sale_status,售卖状态,ota_channel,business,,0,,,room_venderbility,"saleStatus, status",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,suggest_action,建议操作,ota_channel,business,,0,,,room_venderbility,"suggestAction, action",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,房型/房态,经营报告-房型,room_type,tensity,紧张度,ota_channel,business,,0,,,room_competitive_market,"tensityScore, tensity, Tensity, nowTensityDetail",,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,本轮未形成可用标准字段，不能用兜底值代替
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,available_room,可用房量,ota_channel,business,,4,4 / 11 / 5 / 5,room_type_info,room_type_info,"canUseBlockRoom, availableRoom",roomTypeCancels.0.canUseBlockRoom | roomTypeCancels.1.canUseBlockRoom | roomTypeCancels.2.canUseBlockRoom | roomTypeCancels.3.canUseBlockRoom,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,cancel_rate,取消率,ota_channel,business,,4,,room_type_info,room_type_info,cancelRate,roomTypeCancels.0.cancelRate | roomTypeCancels.1.cancelRate | roomTypeCancels.2.cancelRate | roomTypeCancels.3.cancelRate,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,competitor_hotel_name,竞品酒店名称,ota_channel,business,,25,西安海荣JW万豪酒店（文景路地铁站店） / 如家驿禾影趣酒店（西安咸阳国际机场T3T5航站楼店） / 西安威斯汀大酒店（大雁塔大唐不夜城店） / TY电竞酒店（西安咸阳国际机场店） / 西安赛瑞喜来登大酒店（古城墙龙首原地铁站店） / 西安都市118·精选酒店（西安咸阳国际机场店）,room_competing_hotels,room_competing_hotels,hotelName,data.competingHotels.0.hotelName | data.competingHotels.1.hotelName | data.competingHotels.2.hotelName | data.competingHotels.3.hotelName,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,date,日期,ota_channel,business,,1,2026-06-02 06:32:10,room_competitive_market,"room_type_info, room_competing_hotels, room_competitive_market, room_venderbility","date, dataDate, effectDate, effectTime, statDate, startDate, endDate, updateTime",updateTime,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,distance,距离,ota_channel,business,,25,20512 / 154 / 31220 / 305 / 24256 / 235,room_competing_hotels,room_competing_hotels,distance,data.competingHotels.0.distance | data.competingHotels.1.distance | data.competingHotels.2.distance | data.competingHotels.3.distance,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,hotel_id,酒店ID,ota_channel,business,,106,106557017 / 106557017 / 105975125 / 105975125 / 420032 / 420032,"room_competing_hotels, room_competitive_market","room_type_info, room_competing_hotels, room_competitive_market, room_venderbility","hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",data.competingHotels.0.masterHotelId | data.competingHotels.1.masterHotelId | data.competingHotels.2.masterHotelId | data.competingHotels.3.masterHotelId,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,hotel_name,酒店名称,ota_channel,business,,53,西安海荣JW万豪酒店（文景路地铁站店） / 如家驿禾影趣酒店（西安咸阳国际机场T3T5航站楼店） / 西安威斯汀大酒店（大雁塔大唐不夜城店） / TY电竞酒店（西安咸阳国际机场店） / 西安赛瑞喜来登大酒店（古城墙龙首原地铁站店） / 西安都市118·精选酒店（西安咸阳国际机场店）,"room_competing_hotels, room_competitive_market","room_type_info, room_competing_hotels, room_competitive_market, room_venderbility","hotelName, hotel_name, name",data.competingHotels.0.hotelName | data.competingHotels.1.hotelName | data.competingHotels.2.hotelName | data.competingHotels.3.hotelName,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,order_amount,预订销售额,ota_channel,business,CNY,28,2194.04 / 167409.7150964 / 9 / 13 / 8 / 11,room_competitive_market,room_competitive_market,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",current.amount | average.amount | detail.0.amount | detail.1.amount,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,room_nights,间夜量,ota_channel,business,,28,27 / 322 / 1 / 13 / 2 / 9,room_competitive_market,room_competitive_market,"quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",current.quantity | average.quantity | detail.0.quantity | detail.1.quantity,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
