序号,状态,优先级,模块,section,endpoint_id,metric_key,字段名,缺口类型,expected_source_keys,你提供的页面URL/截图/操作备注,证据备注,证据文件,gap_id
53,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,competitor_average,??????,???-?????,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,53
54,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,conversion_rate,??/?????,???-?????,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,54
55,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,occupancy_rate,???,???-?????,"rentalRate, occupancyRate",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,55
56,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,order_count,?????,???-?????,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,56
57,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,rank,?????,???-?????,"rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,57
58,user_site_provided,已提供页面,经营报告-房型,room_type,room_competitive_market,tensity,???,???-?????,"tensityScore, tensity, Tensity, nowTensityDetail",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,60
59,user_site_provided,已提供页面,经营报告-房型,room_type,room_venderbility,sale_status,????,???-?????,"saleStatus, status",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,58
60,user_site_provided,已提供页面,经营报告-房型,room_type,room_venderbility,suggest_action,????,???-?????,"suggestAction, action",https://ebooking.ctrip.com/datacenter/inland/businessreport/beneficialdata?microJump=true ; tab=????-??,????????????????????2026-06-02???????-????-????????????/???????????????????4??????6.15%??????16/26?21/26???????????????????????????????????????????????????????????Network?? queryRoomTypeInfo?queryVendibilityRoom?queryCompetingHotelsV2?fetchCompetitiveMarket?,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,59
61,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,avg_price,????,???-?????,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,61
62,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,conversion_rate,??/?????,???-?????,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,64
63,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,occupancy_rate,???,???-?????,"rentalRate, occupancyRate",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,69
64,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,order_amount,?????,???-?????,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,70
65,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,room_nights,???,???-?????,"quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,76
66,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_order_overview,tensity,???,???-?????,"tensityScore, tensity, Tensity, nowTensityDetail",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,79
67,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,base_score,???,???-?????,"baseScore, basicScore",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,62
68,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,deduct_score,???,???-?????,"deductScore, penaltyScore",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,65
69,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,hotel_collect,?????,???-?????,"hotelCollect, favoriteCount, collectCount",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,66
70,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,hotel_collect_rank,??????,???-?????,hotelCollectRank,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,67
71,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,im_score,IM??,???-?????,imScore,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,68
72,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,reply_rank,????,???-?????,"imScoreHtlrank, replyrate5mRank",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,73
73,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,reply_rate,5?????,???-?????,"replyrate5m, replyRate, fiveMinuteReplyRate",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,74
74,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,reward_score,???,???-?????,"rewardScore, bonusScore",https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,75
75,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,service_score,?????,???-?????,serviceScore,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,77
76,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_picture_quality,service_score_rank,??????,???-?????,serviceScoreRank,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,78
77,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_scan_flow,competitor_avg_visitor,???????,???-?????,competitorAvgNumber,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,63
78,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_scan_flow,qunar_competitor_avg_visitor,??????????,???-?????,qunarCompetitorAvgNumber,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,71
79,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_scan_flow,qunar_visitor_rank,???????,???-?????,qunarVisitorRank,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,72
80,user_site_provided,已提供页面,经营报告-流量数据,traffic_report,traffic_scan_flow,visitor_rank,????,???-?????,visitorRank,https://ebooking.ctrip.com/datacenter/inland/businessreport/flowdata?microJump=true,????????????????????2026-06-02???????-??????????????/????????/??/??7?/??30?/????????????APP????H5??????????????????????33????21.21%????????378?????????4.53%?APP?????????????258/1463??????24/270??????6/23???????6/13??????9.30%/18.46%??????25.00%/8.52%??????100.00%/56.52%?Network?? queryScanFlowDetailsV2?queryFlowTransforNewV1?getPictureQualityScore?fetchOrderOverView?fetchCurrentHotelSeqInfoV1?getCommentsScoreV2?queryHotelMinPriceV1?fetchVisitorTitleV2?queryOrderTrendV1?queryFlowSource?queryCityHotKeywords?querySearchFlowDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,80
81,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,competitor_avg_visitor,???????,???-????,competitorAvgNumber,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,86
82,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,detail_visitor,??????,???-????,"detailExposure, detailUv, detailVisitors",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,90
83,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,flow_rate,?????,???-????,"conversionsRatesDataList, flowRate, transforRate, transferRate, convertRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,91
84,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,keyword,?????,???-????,"keyword, searchKeyword, filterWords",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,96
85,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,list_exposure,??????,???-????,"listExposure, exposure, exposureCount, impressions",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,97
86,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,order_page_visitor,??????,???-????,"orderFillingNum, orderVisitors, fillUsers",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,101
87,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,order_submit_user,??????,???-????,"orderSubmitNum, submitUsers, submitNum",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,102
88,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,page_views,?????,???-????,"pvDataList, pageViewDataList, PV, pv, pageViews",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,103
89,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,qunar_competitor_avg_visitor,??????????,???-????,qunarCompetitorAvgNumber,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,105
90,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,qunar_visitor_rank,???????,???-????,qunarVisitorRank,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,106
91,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,source_name,????,???-????,"sourceName, sourceNameTag",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,114
